Date,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,-0.318202545,-0.331227765,-0.114602558,0.529884099,-0.652892663,1.013706613,0.235670872,0,1.339889955,2.29824967,0.139237927,2.249004195,0.074116909,-1.87964447,0.400359172,1.204977759,0.094014175
03-03-2014,-1.494915826,-1.902414184,-2.385933691,0.76429015,-0.49209303,-1.713407418,-0.933215212,-0.416530471,-0.757693349,-0.833619252,-0.432228453,-1.246656989,-0.908228858,-1.134689066,-0.852394286,-0.416347202,-0.853364623
Cluster-1,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,-0.010689571,0.028938784,-0.04809012,0.037850478,-0.140777026,0.065115911,0.06462193,0.067130431,0.094863301,0.064194911,0.07811095,0.054850753,0.073318301,-0.190281799,0.02524969,0.056931848,-0.036816366
03-03-2014,0.016240066,0.062952118,0.033835392,0.082118558,-0.033806491,0.133346457,0.051566691,0.108122907,0.070950651,0.033739827,0.087641115,0.055601259,0.079194693,0.058925119,0.051343795,0.085715947,-0.010082617
Cluster-2,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,-0.106389642,0.002625433,-0.075700277,0.030090544,-0.211793872,0.043202193,0.070660328,0.045923944,0.076443898,0.027973173,0.063448023,0.025238185,0.057183061,-0.177958352,-0.010504818,0.020090468,-0.032034152
03-03-2014,0.017648982,0.062516102,0.033022547,0.081774295,-0.037006535,0.134282944,0.051745965,0.109432468,0.072471481,0.031117943,0.088503651,0.0569137,0.080558401,0.053877598,0.053533944,0.085989314,-0.009068222
Cluster-3,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,-0.09750574,-0.027126424,-0.063578391,0.031467425,-0.209869599,0.0450807,0.061287034,0.024302452,0.064272793,0.031724003,0.075761045,0.064917843,0.045049462,-0.177226566,0.03175439,0.014705506,-0.026686206
03-03-2014,0.025857771,0.068212414,0.03787851,0.085150424,-0.034206372,0.136596751,0.051742043,0.112045182,0.073026649,0.034720285,0.088116194,0.05665034,0.081860073,0.058746304,0.05066885,0.091663149,-0.008445752
