Date,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,-0.318202545,-0.331227765,-0.114602558,0.529884099,-0.652892663,1.013706613,0.235670872,0,1.339889955,2.29824967,0.139237927,2.249004195,0.074116909,-1.87964447,0.400359172,1.204977759,0.094014175
03-03-2014,-1.494915826,-1.902414184,-2.385933691,0.76429015,-0.49209303,-1.713407418,-0.933215212,-0.416530471,-0.757693349,-0.833619252,-0.432228453,-1.246656989,-0.908228858,-1.134689066,-0.852394286,-0.416347202,-0.853364623
Cluster-1,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,0.151624715,-0.025981722,0.042181098,0.005801049,-0.086490419,0.230157492,0.086760968,-0.024050956,0.046270071,0.076957933,0.104085607,0.05521445,0.074148434,-0.162536543,0.025822211,0.436696496,-0.024167086
03-03-2014,0.073270699,0.149224421,0.062427141,0.042587352,0.00668994,0.198238391,0.06478363,0.155939269,0.091435219,-8.93E-05,0.165321629,0.09587942,0.103045938,0.077340214,0.051837655,0.044873778,-0.020217545
Cluster-2,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,0.033435892,0.014983021,0.004038699,-0.032159557,-0.135184093,0.181540522,0.09273574,0.111646156,0.089962304,0.09576526,0.138470919,0.058240324,0.148265224,-0.138180465,0.005838349,0.283309299,-0.000333177
03-03-2014,0.092889131,0.208688547,0.049679417,0.022455457,0.069585515,0.170935708,0.019168644,0.181021713,0.068260865,0.024314222,0.191301984,0.086032672,0.056012664,0.082264493,0.01172509,0.076673574,-0.029659291
Cluster-3,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,0.112794224,-0.036063431,0.072999907,0.048161598,-0.149907126,0.1449568,0.040997733,-0.11842326,-0.006304344,0.057169317,0.108221173,0.081165491,0.024511305,-0.102136019,0.038873196,0.192108128,-0.013473692
03-03-2014,0.161458563,0.168077655,0.120605971,0.113359506,0.00309359,0.1613351,0.009359512,0.124350189,0.077612352,-0.003602887,0.153984405,0.053781268,0.104414421,0.091511803,0.041151458,-0.089234203,0.001744781
