Date,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,-0.318202545,-0.331227765,-0.114602558,0.529884099,-0.652892663,1.013706613,0.235670872,0,1.339889955,2.29824967,0.139237927,2.249004195,0.074116909,-1.87964447,0.400359172,1.204977759,0.094014175
03-03-2014,-1.494915826,-1.902414184,-2.385933691,0.76429015,-0.49209303,-1.713407418,-0.933215212,-0.416530471,-0.757693349,-0.833619252,-0.432228453,-1.246656989,-0.908228858,-1.134689066,-0.852394286,-0.416347202,-0.853364623
Cluster-1,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,-0.010658781,0.028938233,-0.048059337,0.037850139,-0.140799655,0.065124998,0.064623873,0.067124573,0.094859565,0.064188482,0.078131559,0.054852556,0.073320659,-0.190282208,0.025262145,0.05693473,-0.036818786
03-03-2014,0.016245747,0.062958761,0.033863338,0.082117466,-0.033824188,0.133345284,0.051567537,0.108121344,0.070946027,0.033733767,0.087655326,0.055602174,0.079193635,0.058925189,0.051353611,0.085718996,-0.010082865
Cluster-2,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,-0.106374722,0.002625725,-0.075692608,0.03009298,-0.21179174,0.043198636,0.070662189,0.04593518,0.076443386,0.027966811,0.063448283,0.025238373,0.057182124,-0.177963418,-0.010506884,0.02009499,-0.032034735
03-03-2014,0.017656228,0.062516932,0.033042321,0.081774634,-0.037005367,0.13428614,0.051747502,0.109436409,0.072471413,0.031111671,0.088507341,0.056911815,0.080558204,0.053872007,0.053537085,0.085991633,-0.009068021
Cluster-3,BlackRock,Delta.Air.Lines,Expedia.Inc.,Lockheed.Martin.Corp.,Nvidia.Corporation,CBS.Corp.,Hasbro.Inc.,Macy.s.Inc.,CVS.Caremark.Corp.,Halliburton.Co.,Moody.s.Corp,CIGNA.Corp.,Honeywell.Int.l.Inc.,Adobe.Systems.Inc,Texas.Instruments,FMC.Corporation,Entergy.Corp.
28-02-2014,-0.097507572,-0.027123801,-0.063620613,0.031469623,-0.209842174,0.045084753,0.061291056,0.024307264,0.064270263,0.031711632,0.075748225,0.064916768,0.045042612,-0.177225484,0.031754515,0.01470439,-0.026685823
03-03-2014,0.025858131,0.068210335,0.037864533,0.085153182,-0.034197555,0.136599407,0.051741306,0.112037595,0.07302686,0.034692224,0.088122395,0.056651409,0.081864521,0.058747344,0.050670444,0.091660681,-0.008445782
